,Trial_ID,cluster,Rat_ID,Amplitude,Frequency_Hz,Pulse_Width(us),post_stim,pre_stim,percent_change,Trial_Cluster
21,DW322_VF_1_240918_143256,30.0,DW322,51,5,300,7.833267604535688e-05,3.972496565752148e-05,97.18752363609774,DW322_VF_1_240918_143256_30.0
22,DW322_VF_1_240918_143256,31.0,DW322,51,5,300,3.275378515658185e-05,5.338533209566708e-05,-38.64647109830333,DW322_VF_1_240918_143256_31.0
23,DW322_VF_1_240918_143256,32.0,DW322,51,5,300,7.889957942854225e-05,4.41923294433499e-05,78.5368194489126,DW322_VF_1_240918_143256_32.0
24,DW322_VF_1_240918_143256,33.0,DW322,51,5,300,9.949766622088982e-05,5.9296633952447696e-05,67.7964828504109,DW322_VF_1_240918_143256_33.0
25,DW322_VF_1_240918_143256,34.0,DW322,51,5,300,1.848597151098686e-05,2.0069308930853576e-05,-7.889346989086264,DW322_VF_1_240918_143256_34.0
26,DW322_VF_1_240918_143256,35.0,DW322,51,5,300,8.226074781083427e-05,6.415621099501712e-06,1182.1946080516395,DW322_VF_1_240918_143256_35.0
27,DW322_VF_1_240918_143256,36.0,DW322,51,5,300,4.528722790712883e-05,5.940389906946021e-07,7523.61202152321,DW322_VF_1_240918_143256_36.0
28,DW322_VF_1_240918_143256,38.0,DW322,51,5,300,6.654492438987936e-05,5.252304280382123e-05,26.696628446358766,DW322_VF_1_240918_143256_38.0
29,DW322_VF_1_240918_143256,39.0,DW322,51,5,300,0.00010030249725195995,5.54161775907371e-05,80.99858491273073,DW322_VF_1_240918_143256_39.0
30,DW322_VF_1_240918_143256,40.0,DW322,51,5,300,5.220666057162612e-06,1.6633091739448904e-06,213.87225772227876,DW322_VF_1_240918_143256_40.0
31,DW322_VF_2_240918_143936,4.0,DW322,51,20,300,6.298256317649559e-05,6.352677347378849e-05,-0.8566628958693194,DW322_VF_2_240918_143936_4.0
32,DW322_VF_2_240918_143936,6.0,DW322,51,20,300,6.241033394987232e-05,5.9248319288535714e-05,5.336884994049851,DW322_VF_2_240918_143936_6.0
33,DW322_VF_2_240918_143936,7.0,DW322,51,20,300,0.00010600572022988658,8.714461116340876e-05,21.643460008227603,DW322_VF_2_240918_143936_7.0
34,DW322_VF_2_240918_143936,8.0,DW322,51,20,300,0.00010011319359797344,6.810848359942917e-05,46.99078339018035,DW322_VF_2_240918_143936_8.0
35,DW322_VF_2_240918_143936,9.0,DW322,51,20,300,4.733338621294356e-05,6.522616848550485e-05,-27.43190760398196,DW322_VF_2_240918_143936_9.0
36,DW322_VF_2_240918_143936,10.0,DW322,51,20,300,1.990185012497276e-05,3.410433965688693e-05,-41.644229663441564,DW322_VF_2_240918_143936_10.0
37,DW322_VF_2_240918_143936,11.0,DW322,51,20,300,4.078419910178037e-05,3.472756826434873e-05,17.440411581162646,DW322_VF_2_240918_143936_11.0
38,DW322_VF_2_240918_143936,12.0,DW322,51,20,300,0.00011706806173588725,0.00011516077068434891,1.6561985823854388,DW322_VF_2_240918_143936_12.0
39,DW322_VF_2_240918_143936,14.0,DW322,51,20,300,5.0821782437844794e-05,4.040314087700841e-05,25.7867119602208,DW322_VF_2_240918_143936_14.0
40,DW322_VF_2_240918_143936,15.0,DW322,51,20,300,9.43716958983213e-05,7.435662037475906e-05,26.91767783781163,DW322_VF_2_240918_143936_15.0
41,DW322_VF_2_240918_143936,16.0,DW322,51,20,300,0.0001882573202714698,0.00010125580288528238,85.92250015019452,DW322_VF_2_240918_143936_16.0
42,DW322_VF_2_240918_143936,17.0,DW322,51,20,300,3.530020692310813e-05,4.017267088799343e-05,-12.128802634184707,DW322_VF_2_240918_143936_17.0
43,DW322_VF_2_240918_143936,18.0,DW322,51,20,300,6.062936620702195e-05,5.477404695561977e-05,10.68995186013259,DW322_VF_2_240918_143936_18.0
44,DW322_VF_2_240918_143936,19.0,DW322,51,20,300,2.7709812209035663e-05,3.7469262832443584e-05,-26.046550921085874,DW322_VF_2_240918_143936_19.0
45,DW322_VF_2_240918_143936,20.0,DW322,51,20,300,2.1184906955727086e-05,3.619054296055198e-05,-41.46286509484307,DW322_VF_2_240918_143936_20.0
46,DW322_VF_2_240918_143936,21.0,DW322,51,20,300,2.8828073951161955e-06,1.5141514903597947e-05,-80.96090507805675,DW322_VF_2_240918_143936_21.0
47,DW322_VF_2_240918_143936,22.0,DW322,51,20,300,6.49207311614226e-05,5.603257727716879e-05,15.862475574321651,DW322_VF_2_240918_143936_22.0
48,DW322_VF_2_240918_143936,23.0,DW322,51,20,300,0.00010924308557350225,8.129578946834675e-05,34.37729836677093,DW322_VF_2_240918_143936_23.0
49,DW322_VF_2_240918_143936,24.0,DW322,51,20,300,7.848511515517793e-05,8.075882957723621e-05,-2.815437561392271,DW322_VF_2_240918_143936_24.0
50,DW322_VF_2_240918_143936,25.0,DW322,51,20,300,4.063921063602219e-05,4.17234381063275e-05,-2.5986052912089375,DW322_VF_2_240918_143936_25.0
51,DW322_VF_2_240918_143936,26.0,DW322,51,20,300,6.0799533170262665e-05,5.968277490574061e-05,1.8711567387504946,DW322_VF_2_240918_143936_26.0
52,DW322_VF_2_240918_143936,27.0,DW322,51,20,300,5.727885307303282e-05,3.89418539322274e-05,47.08815140829783,DW322_VF_2_240918_143936_27.0
53,DW322_VF_2_240918_143936,28.0,DW322,51,20,300,9.713511095780953e-05,7.292037694376418e-05,33.207088373555216,DW322_VF_2_240918_143936_28.0
54,DW322_VF_3_240918_144658,1.0,DW322,51,100,300,5.794180536122267e-05,5.74405407683594e-05,0.8726669111363753,DW322_VF_3_240918_144658_1.0
55,DW322_VF_3_240918_144658,2.0,DW322,51,100,300,2.635882285922865e-05,3.1643196839252744e-05,-16.699873931413077,DW322_VF_3_240918_144658_2.0
56,DW322_VF_3_240918_144658,4.0,DW322,51,100,300,5.998626083114181e-05,4.3489451719188825e-05,37.93289742642147,DW322_VF_3_240918_144658_4.0
57,DW322_VF_3_240918_144658,5.0,DW322,51,100,300,3.217610328475925e-05,4.040901542569418e-05,-20.373948868103362,DW322_VF_3_240918_144658_5.0
58,DW322_VF_3_240918_144658,6.0,DW322,51,100,300,3.194368756778454e-05,2.976316319930766e-05,7.326252098525619,DW322_VF_3_240918_144658_6.0
59,DW322_VF_3_240918_144658,7.0,DW322,51,100,300,3.8734094515757524e-05,4.4107015064828396e-05,-12.181555567008479,DW322_VF_3_240918_144658_7.0
60,DW322_VF_3_240918_144658,8.0,DW322,51,100,300,2.8125521804570113e-05,3.69929841035865e-05,-23.970659609903375,DW322_VF_3_240918_144658_8.0
61,DW322_VF_3_240918_144658,10.0,DW322,51,100,300,7.779582562486796e-05,6.617218758051625e-05,17.565745473063632,DW322_VF_3_240918_144658_10.0
62,DW322_VF_3_240918_144658,12.0,DW322,51,100,300,6.921508459266238e-06,1.2263973471611038e-05,-43.56226817280448,DW322_VF_3_240918_144658_12.0
63,DW322_VF_3_240918_144658,15.0,DW322,51,100,300,2.740766242132715e-05,2.880305326981775e-05,-4.844593506872445,DW322_VF_3_240918_144658_15.0
64,DW322_VF_3_240918_144658,19.0,DW322,51,100,300,3.024389175708369e-05,7.480195677906405e-06,304.31952664570537,DW322_VF_3_240918_144658_19.0
65,DW322_VF_3_240918_144658,20.0,DW322,51,100,300,7.517236456870407e-05,4.977125677830042e-05,51.03569697576572,DW322_VF_3_240918_144658_20.0
66,DW322_VF_3_240918_144658,25.0,DW322,51,100,300,7.171214323936626e-05,5.841854475422259e-05,22.755785069744974,DW322_VF_3_240918_144658_25.0
67,DW322_VF_3_240918_144658,28.0,DW322,51,100,300,8.171851476454443e-05,8.00268278320982e-05,2.113899773705278,DW322_VF_3_240918_144658_28.0
68,DW322_VF_3_240918_144658,29.0,DW322,51,100,300,1.4513630620167893e-05,9.619458937041902e-06,50.87782707070847,DW322_VF_3_240918_144658_29.0
69,DW322_VF_3_240918_144658,30.0,DW322,51,100,300,0.00010090272255145876,8.420847810267205e-05,19.82489747461304,DW322_VF_3_240918_144658_30.0
70,DW322_VF_3_240918_144658,34.0,DW322,51,100,300,7.411805854205468e-05,6.181466930539378e-05,19.903672340098296,DW322_VF_3_240918_144658_34.0
71,DW322_VF_4_240918_145638,0.0,DW322,51,100,300,5.8084242684390285e-05,5.688732788585375e-05,2.1040095272855583,DW322_VF_4_240918_145638_0.0
72,DW322_VF_4_240918_145638,1.0,DW322,51,100,300,6.148600340283587e-05,3.458825132865304e-05,77.76557368744638,DW322_VF_4_240918_145638_1.0
